tipo,id,nome
assunto,19,Famílias
assunto,190,"
                    Serviços prestados às empresas"
assunto,191,Outras atividades de serviços
assunto,192,Receitas
assunto,193,"Serviços
                    empresariais não-financeiros"
assunto,194,"
                    Serviços prestados às famílias"
assunto,195,"Informação e
                    comunicação"
assunto,196,"
                    Serviços profissionais, administrativos e complementares"
assunto,197,Manutenção e reparação
assunto,198,Empresarial não-financeiro
assunto,199,Trabalho infantil
assunto,2,Óbitos
assunto,20,"
                    Domicílios"
assunto,200,"Índice de Preços ao
                    Produtor"
assunto,201,Internet
assunto,203,Tabagismo
assunto,207,Desmatamento do Cerrado
assunto,208,"Aglomerado
                    subnormal"
assunto,209,Hospedagem
assunto,210,"Características gerais dos
                    indígenas"
assunto,211,Terras indígenas
assunto,212,"Tecnologia de informação
                    e comunicação"
assunto,213,Deslocamento
assunto,214,Características básicas
assunto,215,Escolaridade materna e paterna
assunto,216,"Contexto
                    socioeconômico"
assunto,217,"Contexto
                    familiar"
assunto,218,"
                    Comportamento alimentar"
assunto,219,"Saúde sexual e
                    reprodutiva"
assunto,221,"Acidentes, violência e
                    segurança"
assunto,222,Higiene e saúde bucal
assunto,223,"
                    Asma"
assunto,224,"Imagem corporal, atitude em relação ao peso corporal e estado nutricional"
assunto,225,Saúde mental
assunto,226,Uso de serviço de saúde
assunto,227,Razão de dependência
assunto,228,Rendimento domiciliar per capita
assunto,229,Equipamentos de ensino
assunto,23,Lavouras temporárias
assunto,230,Aquisição de produtos alimentícios
assunto,232,Tabaco na escola
assunto,233,Mulheres em trabalhos formais
assunto,234,Incidência de AIDS
assunto,235,Frequência escolar
assunto,24,Lavouras permanentes
assunto,243,Comitês de Bacias Hidrográficas
assunto,244,Organizações da Sociedade Civil
assunto,245,"Agenda 21
                    Local"
assunto,248,Articulações interinstitucionais
assunto,249,Desmatamento nos Biomas
assunto,25,Lavouras temporárias e permanentes
assunto,253,Registro civil
assunto,254,Indicadores demográficos
assunto,262,População desocupada
assunto,268,Doenças crônicas
assunto,269,Percepção do estado de saúde
assunto,27,Educação
assunto,272,Saúde da mulher
assunto,273,Idosos
assunto,274,Meio ambiente
assunto,275,Patrimônio cultural
assunto,276,Pré-natal
assunto,277,Crianças com menos de 2 anos
assunto,28,Rendimento
assunto,290,Características da escola
assunto,291,"Informações
                    gerais"
assunto,292,Situações em casa e na escola
assunto,293,Imagem corporal
assunto,295,"
                    Geral"
assunto,296,"Água potável e
                    saneamento"
assunto,297,"Cidades e comunidades
                    sustentáveis"
assunto,298,Energia limpa e acessível
assunto,299,Parcerias e meios de implementação
assunto,3,Óbitos fetais
assunto,300,"Paz, justiça e instituições
                    eficazes"
assunto,301,Trabalho decente e crescimento econômico
assunto,302,Educação de qualidade
assunto,303,"Indústria, inovação e
                    infraestrutura"
assunto,304,Erradicação da pobreza
assunto,305,"Vida na
                    água"
assunto,306,Boa saúde e bem-estar
assunto,307,Vida terrestre
assunto,308,Outras formas de trabalho
assunto,309,"
                    Confederação da Agricultura e Pecuária do Brasil (CNA)"
assunto,310,Características adicionais do mercado de trabalho
assunto,311,Turismo
assunto,312,Rendimento de todas as fontes
assunto,313,"Características do domicílio e serviços
                    domiciliares de saúde"
assunto,314,"Cobertura de plano de
                    saúde"
assunto,315,"Atenção primária à
                    saúde"
assunto,316,"
                    Acidentes"
assunto,317,"
                    Características do trabalho e apoio social"
assunto,318,Doenças transmissíveis
assunto,319,"Paternidade e pré-natal do
                    parceiro"
assunto,320,"Furto e
                    roubo"
assunto,321,Sensação de segurança
assunto,322,"
                    Teletrabalho"
assunto,323,Trabalho por meio de plataformas digitais
assunto,325,Trabalho de crianças e adolescentes
assunto,326,Territórios quilombolas
assunto,327,População indígena
assunto,328,População quilombola
assunto,329,Mercado de trabalho
assunto,330,Covid-19
assunto,331,Faces de logradouros
assunto,4,Casamentos
assunto,40,Pecuária
assunto,41,Entidades sem fins lucrativos
assunto,42,"Fundações e Associações sem fins
                    lucrativos"
assunto,43,Características dos estabelecimentos agropecuários
assunto,44,Características dos produtores agropecuários
assunto,45,Pessoal ocupado
assunto,46,Redução das desigualdades
assunto,47,Produção vegetal
assunto,49,Aquisição
assunto,5,Separações
assunto,50,Despesa
assunto,51,Consumo alimentar
assunto,52,Pessoas
assunto,53,Responsável pelo domicílio/família
assunto,54,Empresas e outras organizações
assunto,57,Religião
assunto,58,Fome zero e agricultura sustentável
assunto,59,"Cor ou
                    raça"
assunto,6,Divórcios
assunto,60,Deficiência
assunto,61,Migração e deslocamento
assunto,62,Atividade
assunto,63,Território
assunto,65,Nupcialidade
assunto,66,Programas Sociais do Governo
assunto,67,Saúde
assunto,68,Segurança alimentar
assunto,69,"Valores monetários na
                    agropecuária"
assunto,70,Abate de animais
assunto,71,Couro
assunto,72,Leite
assunto,73,Ovos de galinha
assunto,74,Silvicultura
assunto,75,Extração vegetal
assunto,76,Horticultura
assunto,77,Floricultura
assunto,78,"Agroindústria
                    rural"
assunto,79,Construção civil
assunto,80,Desenvolvimento sustentável
assunto,81,"Contas
                    Nacionais e Regionais"
assunto,82,"Índices de
                    preços"
assunto,83,Comércio
assunto,84,Serviços
assunto,85,Estoques agropecuários
assunto,86,"Informações básicas
                    municipais"
assunto,87,Indústria
assunto,88,"Agricultura
                    Familiar"
assunto,90,Uso de fertilizantes
assunto,91,"Emissões de origem antrópica dos gases associados ao efeito
                    estufa"
assunto,92,"Concentração
                    de poluentes no ar em áreas urbanas"
assunto,93,Uso de agrotóxicos
assunto,94,"Terras em uso
                    agrossilvipastoril"
assunto,95,Queimadas e incêndios florestais
assunto,96,Desflorestamento na Amazônia Legal
assunto,97,"Área remanescente e desflorestamento na Mata
                    Atlântica e nas formações vegetais litorâneas"
assunto,98,Desertificação e arenização
assunto,99,Qualidade das águas interiores
classificacao,1,"Situação do
                    domicílio"
classificacao,10,"Tipo de
                    agricultor"
classificacao,1000,"Localização do(s)
                    macromedidor(es)"
classificacao,1007,Motivo da paralisação
classificacao,1009,"Existência e tipo de instrumento de delegação do
                    serviço"
classificacao,101,"Nos
                    últimos 30 dias, em quantos dias o escolar faltou às aulas sem permissão dos seus pais ou
                    responsáveis"
classificacao,1013,"Existência e tipo de
                    órgão regulador do serviço"
classificacao,1014,"Existência
                    de racionamento nos últimos 3 anos"
classificacao,1019,"Classes de percentual das pessoas em ordem
                    crescente de rendimento domiciliar per capita"
classificacao,1020,Meses do ano
classificacao,1031,"Tipo de área
                    geográfica"
classificacao,1032,"Posse ou acesso a bens ou
                    serviços"
classificacao,1035,"Recebimento de rendimento de programa social e tipo de programa
                    social"
classificacao,1042,"Classes
                    acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per
                    capita"
classificacao,1043,"Classes de percentual em
                    ordem crescente de rendimento habitualmente recebido"
classificacao,1045,"Classes acumuladas de
                    percentual das pessoas em ordem crescente de rendimento habitualmente recebido"
classificacao,1046,"Classes de percentual das pessoas em ordem crescente de rendimento efetivamente
                    recebido"
classificacao,1047,"Classes acumuladas de percentual em ordem crescente de rendimento
                    efetivamente recebido"
classificacao,1048,"
                    Caracterização do órgão gestor"
classificacao,1049,"Frequência com que receberam a visita de Agente Comunitário em Saúde
                    (ACS) ou membro da Equipe de Saúde da Família (ESF)"
classificacao,1051,"Sexo do titular do órgão
                    gestor"
classificacao,1054,Idade do titular do órgão gestor
classificacao,1056,"Fonte de pagamento do plano de
                    saúde"
classificacao,1057,Cobertura de procedimentos
classificacao,1059,"Cor ou raça do
                    titular do órgão gestor"
classificacao,1060,"Nível de instrução do
                    titular do órgão gestor"
classificacao,1063,Articulação do plano com Plano Diretor
classificacao,1068,Realização de Conferência Municipal nos últimos 4 anos
classificacao,1070,"Existência de capacitação para
                    membros do conselho"
classificacao,1071,"
                    Caracterização do Fundo Municipal"
classificacao,1073,"Existência de cadastro ou levantamento de famílias interessadas em
                    programas habitacionais"
classificacao,1074,"
                    Existência de favelas, mocambos, palafitas ou assemelhados, com cortiços, casas de cômodos ou
                    cabeças de porco, com loteamentos irregulares e/ou clandestinos, com ocupações de terrenos ou
                    prédios por movimentos de moradia"
classificacao,1075,"Existência de programas ou ações realizados pela prefeitura, nos
                    dois anos anteriores ao de referência da pesquisa"
classificacao,1076,"Existência de algum programa que conceda o
                    benefício do aluguel social"
classificacao,1077,Principal prática integrativa
classificacao,1078,"Frequência com que receberam a visita de agente de
                    endemia"
classificacao,1079,"Aspectos do
                    Plano Municipal de Transporte"
classificacao,1080,"Pertencimento a Terra de Indígena (TI) versus
                    Agricultura Familiar"
classificacao,1086,"Existência de serviços regulares de
                    transporte no município e tipo de transporte"
classificacao,1087,"Existência de transporte coletivo por ônibus
                    intramunicipal"
classificacao,1088,"Existência de isenção formal da tarifa do
                    ônibus intramunicipal"
classificacao,1090,"
                    Existência de adaptação da frota de ônibus para pessoas com deficiência ou mobilidade reduzida e
                    tipo de adaptação"
classificacao,1091,"Existência de transporte
                    coletivo por ônibus intermunicipal e características do serviço"
classificacao,1094,Existência de ciclovias e bicicletários
classificacao,11,"Grau de
                    especialização do estabelecimento"
classificacao,1100,Posse de plano de saúde médico
classificacao,1102,"Diagnóstico de
                    hipertensão arterial"
classificacao,1103,"Diagnóstico de
                    diabetes"
classificacao,11045,"Grupo de
                    produtos"
classificacao,11046,Tipos de índice
classificacao,1105,"Diagnóstico de
                    doença do coração"
classificacao,11065,Divisão de comércio
classificacao,11066,"Divisão de comércio e grupo de
                    atividade"
classificacao,11067,"
                    Faixas de receita total (em R$ 1.000,00)"
classificacao,11068,Grandes regiões
classificacao,11069,"Unidade da federação das
                    empresas"
classificacao,11070,"Divisão de comércio,
                    grupo e classe de atividade"
classificacao,1108,"Diagnóstico de
                    asma"
classificacao,1117,"Diagnóstico de
                    depressão"
classificacao,11177,Motivo de não frequentar a escola ou creche
classificacao,1118,"Diagnóstico de doença
                    crônica no pulmão"
classificacao,1119,"Frequência de consultas médicas nos últimos
                    12 meses anteriores à pesquisa"
classificacao,1122,"Utilização de aparelhos
                    eletrônicos com nicotina líquida ou folha de tabaco picado"
classificacao,11227,Nível de governo
classificacao,1123,Legalidade da marca do cigarro
classificacao,1124,"Tipo de
                    patrimônio"
classificacao,1125,"Local da última consulta
                    odontológica"
classificacao,11255,Setores e subsetores
classificacao,11275,Classes de tamanho da população
classificacao,11277,Situação e localização da área
classificacao,11278,"Grupos de
                    capacidade útil"
classificacao,11284,"Condição de
                    ocupação"
classificacao,11285,"Condição de ocupação do
                    terreno"
classificacao,11302,"Curso mais elevado que
                    frequentou"
classificacao,11308,"Tipo de
                    rendimento"
classificacao,11322,Curso que frequentavam
classificacao,11333,Indicativo de residência na sede municipal
classificacao,11339,"Tipo do
                    setor"
classificacao,1138,"Acesso gratuito à
                    internet em locais públicos"
classificacao,11381,"
                    Área do emprego"
classificacao,1139,Existência de programa ou ação para disponibilizar maquinário aos produtores agropecuários
classificacao,1140,"Existência de promoção ou apoio a atividades
                    agropecuárias e desenvolvimento de programa ou ação de prevenção contra problemas climáticos"
classificacao,1141,"Existência de órgão público que atue na
                    assistência técnica e/ou extensão rural"
classificacao,1142,"Utilização da Internet
                    (indicador ampliado) no período de referência dos últimos três meses"
classificacao,1143,"Existência de convênio com instituições que prestam apoio às atividades
                    agropecuárias"
classificacao,1144,"Existência de programa ou ação social, tipo de programa e área de
                    atuação"
classificacao,1145,"Existência de entidades de associativismo ou
                    representação de produtores agropecuários com registro oficial"
classificacao,11456,Existência e forma de cobrança do serviço de esgotamento sanitário
classificacao,1146,"Existência de entidades de associativismo ou representação de
                    produtores agropecuários em atuação"
classificacao,11460,Função da entidade
classificacao,11461,"Situação da coleta seletiva
                    no município"
classificacao,11464,"Forma de cobrança do serviço de limpeza
                    urbana e coleta de lixo"
classificacao,11468,"Área de abrangência
                    da coleta seletiva"
classificacao,1147,"Existência de infraestrutura de
                    comercialização e exposição de produtos agropecuários"
classificacao,11478,Forma de atuação da entidade
classificacao,1148,"Existência de programa ou
                    ação para aquisição de produtos agropecuários"
classificacao,115,"Fumou cigarro alguma vez na vida, mesmo uma ou duas tragadas"
classificacao,1150,"
                    Existência de programa ou ação para vacinação de rebanho"
classificacao,1151,"
                    Existência de Serviço de Inspeção Municipal (SIM) para controlar a qualidade dos produtos de origem
                    animal"
classificacao,1152,"Existência de abatedouro
                    municipal"
classificacao,11531,"Procedência do
                    couro"
classificacao,11532,Método de curtimento
classificacao,1154,Existência de algum programa ou ação de apoio a atividade de extração vegetal
classificacao,11550,"Concentração de flúor na
                    água"
classificacao,11557,"Tipo do
                    domicílio"
classificacao,11558,Tipo de esgotamento sanitário
classificacao,11559,"Condição de
                    aquisição do domicílio"
classificacao,11561,"Sexo da pessoa responsável pelo
                    domicílio"
classificacao,11562,Grupos de idade da pessoa responsável pelo domicílio
classificacao,11563,"Alfabetização da pessoa responsável pelo
                    domicílio"
classificacao,11564,"Anos de estudo da pessoa responsável pelo
                    domicílio"
classificacao,11565,"
                    Classes de rendimento nominal mensal da pessoa responsável pelo domicílio"
classificacao,11567,"Grupos de anos de estudo da pessoa responsável pelo
                    domicílio"
classificacao,1157,"Tipo de
                    exame"
classificacao,11570,Classes de rendimento nominal mensal
classificacao,11571,Tipo de atividade
classificacao,11572,"Tipo de
                    consumo"
classificacao,11573,"Tipo de
                    gasto"
classificacao,11574,Grupos de pessoal ocupado
classificacao,11575,"Tipo de serviço de
                    alojamento"
classificacao,11576,"Tipo de serviço
                    de alimentação"
classificacao,11577,Relação com a pessoa responsável pelo domicílio
classificacao,1158,Realização do exame
classificacao,1159,"Existência de
                    capacitação promovida pelo governo federal na área de meio ambiente nos últimos 4 anos e área
                    temática"
classificacao,116,Condição na família
classificacao,11603,Condição no domicílio
classificacao,1162,Tipo de atendimento
classificacao,1164,Representação do Conselho Municipal
classificacao,11645,Condição do estrangeiro
classificacao,1165,"
                    Caráter do Conselho Municipal"
classificacao,11651,Tipo de área
classificacao,1166,"Existência de recursos financeiros próprios para a área de meio
                    ambiente"
classificacao,1168,"Status de
                    declaração de língua"
classificacao,1169,"Existência de legislação ou instrumento de gestão ambiental e tipo
                    de legislação"
classificacao,117,Idade quando experimentou cigarro pela 1ª vez
classificacao,1170,"Ano de criação da legislação ou instrumento
                    de gestão ambiental"
classificacao,1173,"Existência de
                    Plano de Gestão Integrada de Resíduos Sólidos"
classificacao,1174,"Existência de programas
                    ambientais implementados em parceria com o Governo Federal e tipo de programa"
classificacao,11773,"Seções e
                    Divisões"
classificacao,1178,"Fonte dos recursos nos
                    últimos 12 meses"
classificacao,11797,Rede de ensino
classificacao,11798,"Nível de ensino ou curso
                    que frequentavam"
classificacao,11799,Grandes Regiões de residência em 31/07/1995
classificacao,118,"Número de dias em que fumou cigarros nos
                    últimos 30 dias"
classificacao,1180,"Tipos de
                    serviços ambientais pagos"
classificacao,11801,"Indicativo de
                    filhos"
classificacao,11802,Tipo de nascimento
classificacao,11803,"Grupos de horas habitualmente trabalhadas
                    por semana em todos os trabalhos"
classificacao,11804,"Classes de rendimento
                    nominal mensal do trabalho principal"
classificacao,11805,"Seção de
                    atividade do trabalho principal"
classificacao,11806,"Posição na ocupação, subgrupo e categoria do emprego"
classificacao,11807,Sexo da pessoa responsável pela família
classificacao,1182,"Ocorrência de algum impacto
                    ambiental e/ou processo/ação que resulte em impacto no ambiente"
classificacao,11855,Existência de serviços e bens duráveis
classificacao,11861,"Existência de banheiro
                    ou sanitário e tipo de esgotamento sanitário"
classificacao,1187,Ano da seca de maior impacto
classificacao,1188,"
                    Ocorrências no ano da seca de maior impacto"
classificacao,11913,"Posição na ocupação e
                    categoria do emprego no trabalho principal"
classificacao,11915,"Classes de rendimento nominal mensal de todos os
                    trabalhos"
classificacao,1192,"Ações para evitar ou
                    minimizar os danos causados pela seca"
classificacao,11939,"
                    Classificação Nacional de Atividades Econômicas (CNAE)"
classificacao,1195,"Ocorrência de alagamento nos últimos 4
                    anos"
classificacao,1196,Ocorrência de processo erosivo nos últimos 4 anos
classificacao,11969,"Tipo de
                    serviço de saneamento básico"
classificacao,1197,Frequência com que usou camisinha
classificacao,11970,Principal solução alternativa
classificacao,11971,"Tipo de captação de
                    água"
classificacao,11972,"
                    Existência e forma de proteção na captação"
classificacao,11973,"Natureza jurídica das entidades prestadoras de
                    serviço"
classificacao,11974,Existência e tipo de tratamento da água
classificacao,11975,"Existência e tipo de
                    análise realizada na água"
classificacao,11977,Tipo e frequência da análise
classificacao,11978,Destino do lodo gerado
classificacao,11979,"Existência e motivo do
                    racionamento"
classificacao,11980,"Periodicidade do racionamento de
                    água"
classificacao,11981,"
                    Realização de vigilância da qualidade da água"
classificacao,11982,Cobrança pelo serviço de abastecimento de água
classificacao,11983,"Esfera
                    administrativa das entidades prestadoras de serviço"
classificacao,11984,"Faixa de volume de consumo de
                    água"
classificacao,11985,"Tipo de controle de
                    perdas de água"
classificacao,11987,Percentual de perdas faturadas
classificacao,11988,Existência e localização de macromedidores
classificacao,11989,"
                    Existência de flúor na água distribuída"
classificacao,1199,"Motivo de não ter usado
                    camisinha"
classificacao,11990,"Tipo de
                    composto utilizado"
classificacao,11991,"Tempo de existência da
                    fluoretação"
classificacao,11993,"Existência e tempo de interrupção da
                    fluoretação"
classificacao,11994,"Existência e localização de pontos de
                    controle ou monitoramento da fluoretação"
classificacao,11995,"Frequência da análise da concentração de
                    fluor"
classificacao,11996,"Parte do sistema onde estâo sendo feitas as
                    ampliações ou melhorias"
classificacao,11997,"Alocação
                    do pessoal"
classificacao,11998,"Existência de
                    serviço de atendimento ao público"
classificacao,12,Grau de integração com o mercado
classificacao,120,"Nos últimos 7 dias, em quantos outras pessoas fumaram na casa do
                    escolar"
classificacao,12001,"
                    Existência e tipo de poluição ou contaminação na captação"
classificacao,12005,"Tipo de
                    rede coletora de esgoto sanitário"
classificacao,12006,"Tipo de corpos
                    receptores de esgoto sanitário"
classificacao,12007,"Tipo de sistema de
                    tratamento de esgoto sanitário"
classificacao,12008,"Existência e tipo de
                    tratamento complementar"
classificacao,12009,Existência e tipo de tratamento do lodo
classificacao,12010,"Existência e número de
                    interceptores"
classificacao,12011,"Tipo de uso dos corpos
                    receptores"
classificacao,12012,"Existência
                    e cobrança do serviço de coleta"
classificacao,12013,Percentual da tarifa cobrada
classificacao,12014,"Parte do sistema de
                    esgotamento sanitário onde estão sendo feitas ampliações ou melhorias"
classificacao,12015,"Existência e tipo de serviço de atendimento ao
                    público"
classificacao,12017,"Naturalidade
                    em relação ao município e à unidade da federação"
classificacao,12019,"Unidade da federação de
                    residência"
classificacao,12021,Classes de rendimento mensal
classificacao,12023,"Aposentadas e/ou
                    pensionistas"
classificacao,12025,"Classes de
                    rendimento mensal de todos os trabalhos"
classificacao,12027,"Contribuição para
                    instituto de previdência em qualquer trabalho"
classificacao,12028,"Atividade do trabalho
                    principal"
classificacao,12029,"Posição
                    na ocupação no trabalho principal"
classificacao,12031,Número de trabalhos
classificacao,12032,Associação a sindicatos
classificacao,12033,"Contribuição para previdência
                    privada"
classificacao,12034,"Grupos de idade
                    com que começaram a trabalhar"
classificacao,12035,Indicativo de rendimento
classificacao,12037,"Posição na ocupação no trabalho
                    secundário"
classificacao,12038,"Contribuição para instituto de
                    previdência"
classificacao,12039,"
                    Ramo de atividade do trabalho principal"
classificacao,12040,Contribuição para instituto de previdência no trabalho principal
classificacao,12041,"Local de
                    estabelecimento do trabalho principal"
classificacao,12043,"Tempo de
                    permanência no trabalho principal"
classificacao,12044,Classes de rendimento mensal do trabalho principal
classificacao,12045,"
                    Grupos de horas habitualmente trabalhadas por semana no trabalho principal"
classificacao,12046,"Categoria do
                    emprego"
classificacao,12047,Grupos de ocupação do trabalho principal
classificacao,12048,Número de pessoas ocupadas no trabalho principal
classificacao,12049,"Condição de
                    atividade e de ocupação na semana de referência"
classificacao,12051,"Período de
                    referência"
classificacao,12052,Tipo de sindicato
classificacao,12053,"Ramo de atividade do trabalho principal no período de referência de
                    365 dias"
classificacao,12055,Indicativo e número de filhos nascidos vivos
classificacao,12056,"
                    Condição de atividade na semana de referência"
classificacao,12057,"
                    Classes de rendimento mensal familiar"
classificacao,12058,"Classes de rendimento mensal
                    domiciliar"
classificacao,12059,"Classes de rendimento mensal de todas as fontes da pessoa de
                    referência da família"
classificacao,12060,"Alguns bens duráveis
                    existentes no domicílio"
classificacao,12061,"
                    Banheiro ou sanitário"
classificacao,12062,"Existência de
                    telefone"
classificacao,12063,Deslocamento para trabalho ou estudo
classificacao,12064,Grandes grupos de ocupação no trabalho principal
classificacao,12065,Classes de rendimento nominal mensal domiciliar
classificacao,12066,"Classes simples de percentual em ordem
                    crescente de rendimento"
classificacao,12067,"Classes acumuladas de percentual em ordem
                    crescente de rendimento"
classificacao,12069,Tipos de nascimento
classificacao,12071,"
                    Posição na ocupação no trabalho principal na semana de referência"
classificacao,12072,"Grupamento de atividade do trabalho
                    principal"
classificacao,12075,"Indicador de situação
                    habitacional"
classificacao,12081,Frequência à creche ou escola
classificacao,12082,"Indicativo de
                    deficiência física"
classificacao,12083,"Frequência à escola, rede de ensino que
                    frequentavam e tempo de permanência diário na escola"
classificacao,12085,"Situação de ocupação na
                    semana de referência"
classificacao,12086,Sexo da pessoa de referência da família
classificacao,12087,Rede de ensino que frequentavam
classificacao,12088,"Número de componentes
                    da família"
classificacao,12089,"Tempo
                    de permanência na escola"
classificacao,12090,Principal motivo de não frequentarem escola
classificacao,12091,"Condição de remuneração
                    no trabalho principal"
classificacao,12092,"Condição de
                    satisfação com o trabalho principal"
classificacao,12093,"Utilização de máquina, ferramenta,
                    instrumento ou produto químico no trabalho principal"
classificacao,12094,"
                    Frequência à escola e rede de ensino que frequentavam"
classificacao,12096,"Condição de ocupação na
                    semana de referência"
classificacao,121,"Qual dos pais ou
                    responsáveis pelo escolar fuma"
classificacao,1210,"Ano do desastre natural de maior impacto para
                    o município"
classificacao,12101,Situação do domicílio de residência em 31/07/1995
classificacao,12102,Lugar de residência em 31.07.1995
classificacao,12103,"Grupos de horas trabalhadas por semana em
                    todos os trabalhos"
classificacao,12104,"Forma de abastecimento de água e tipo de
                    canalização"
classificacao,12105,Grupos de pessoas no empreendimento
classificacao,12107,Lugar de residência em 31/07/1995
classificacao,12108,"Lugar
                    de residência em 31 de julho de 1995"
classificacao,1211,"Existência de edificações atingidas no ano do desastre natural de
                    maior impacto para o município"
classificacao,12116,Instrumento financeiro
classificacao,1212,"Existência de pessoas desalojadas ou
                    desabrigadas no ano do desastre natural de maior impacto para o município"
classificacao,12121,"
                    Produtos ou serviços prestados"
classificacao,12122,"Origem da
                    carga"
classificacao,12123,Classes e gêneros de indústria
classificacao,12124,"Vínculo de
                    secretaria ou setor"
classificacao,12125,"Existência de legislação
                    municipal que exige aprovação e implantação de sistema drenagem pluvial para loteamentos novos e/ou
                    populares"
classificacao,12126,"Tipo de
                    instrumento regulador do serviço"
classificacao,12127,"Percentual do
                    orçamento destinado aos serviços"
classificacao,12128,"
                    Tipo de rede de drenagem"
classificacao,1213,"Ocorrência de óbitos no
                    ano do desastre natural de maior impacto para o município"
classificacao,12130,"Pontos de lançamento do
                    efluente"
classificacao,12131,Número de bacias
classificacao,12132,"
                    Existência de assoreamento da rede de drenagem"
classificacao,12133,"Utilização das
                    informações"
classificacao,12134,Tipo de atividade desenvolvida na manutenção
classificacao,12135,Pontos de estrangulamento que resultam em inundações
classificacao,12136,Fatores agravantes
classificacao,12137,Fatores agravantes da erosão
classificacao,12138,Tipo de erosão
classificacao,12139,"
                    Tipo de situação das encostas"
classificacao,1214,"Área(s) onde ocorreram
                    as enchentes ou inundações graduais"
classificacao,12140,"Tipo de área de risco no perímetro
                    urbano"
classificacao,12141,"Tipo de sistema de drenagem
                    urbana"
classificacao,12142,"Percentual de ruas
                    pavimentadas"
classificacao,12143,Percentual de ruas pavimentadas sem drenagem
classificacao,12144,"Percentual de ruas
                    pavimentadas com drenagem subterrâneo"
classificacao,12145,"Percentual de ruas pavimentadas com drenagem
                    superficial"
classificacao,1215,"Existência de intervenções para evitar ou
                    minimizar os danos causados por enchentes ou inundações graduais"
classificacao,12166,Grupamentos de atividade do trabalho principal
classificacao,12167,"Grupamentos ocupacionais no trabalho
                    principal"
classificacao,12171,Forma de execução dos serviços
classificacao,12174,Subsetores industriais
classificacao,12176,Seções e atividades industriais
classificacao,12182,"Percentual de domicílios com lixo
                    coletado"
